Group #,Category/Family,Product ID,Product Name,Current Qty,Sales Orders,Last Sale Date,Total Qty Sold,Order Types,Purchase Orders,Last PO Date,Total Qty Purchased,Has Activity
"232","SANI DECOR","2805","SIEGE MONO-BLOCK STYLE (2me) (SD2-6006-MB)","0","0","","0","","0","","0","NO"
"232","SANI DECOR","3116","SIEGE MONO-BLOCK STYLE (2éme) (SD2-6006-MB)","0","0","","0","","0","","0","NO"
"233","TECHNO CERAM","2810","VENICIA BLANC POLI REC 45/90 (2me)","0","0","","0","","0","","0","NO"
"233","TECHNO CERAM","3242","VENICIA BLANC POLI REC 45/90 (2éme)","0","0","","0","","0","","0","NO"
"234","CERAM DECOR","2815","PACIFICA BEIGE REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"234","CERAM DECOR","3278","PACIFICA BEIGE REC 60/60 (2éme)","1.4211","0","","0","","0","","0","YES"
"235","TECHNO CERAM","2828","OSCAR CREMA RELIEFE 30/90 (Mý)","0","0","","0","","0","","0","NO"
"235","TECHNO CERAM","3051","OSCAR CREMA RELIEFE 30/90 (M²)","712.8","2","Thu Feb 26 2026 00:00:00 GMT+0100 (Central European Standard Time)","129.6","WHOLESALE","0","","0","YES"
"236","TECHNO CERAM","2834","PALACE NOIR POLI REC 45/90 (2me)","0","0","","0","","0","","0","NO"
"236","TECHNO CERAM","3241","PALACE NOIR POLI REC 45/90 (2éme)","0","0","","0","","0","","0","NO"
"237","TECHNO CERAM","2838","MONIKA MARBRE POLI REC 45/90 (2me)","0","0","","0","","0","","0","NO"
"237","TECHNO CERAM","3240","MONIKA MARBRE POLI REC 45/90 (2éme)","0","0","","0","","0","","0","NO"
"238","TECHNO CERAM","2840","LUNA TOFFEE REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"238","TECHNO CERAM","3182","LUNA TOFFEE REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"239","TECHNO CERAM","2843","MELINA MARFIL REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"239","TECHNO CERAM","3181","MELINA MARFIL REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"240","TECHNO CERAM","2846","MARABELLA SATINE RELIEFE 30/90 (Mý)","0","0","","0","","0","","0","NO"
"240","TECHNO CERAM","3184","MARABELLA SATINE RELIEFE 30/90 (M²)","0","0","","0","","0","","0","NO"
"241","TECHNO CERAM","2851","GAZELLE PERLA REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"241","TECHNO CERAM","3187","GAZELLE PERLA REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"242","TECHNO CERAM","2872","KINGDOM NATUREL POLI REC 90/90 (2me)","0","0","","0","","0","","0","NO"
"242","TECHNO CERAM","3216","KINGDOM NATUREL POLI REC 90/90 (2éme)","0","0","","0","","0","","0","NO"
"243","NAF CERAM","2878","DIANA GRIS RELIEFE 25/60 (Mý)","0","0","","0","","0","","0","NO"
"243","NAF CERAM","3126","DIANA GRIS RELIEFE 25/60 (M²)","0","0","","0","","0","","0","NO"
"244","ELVA CERAM","2889","ITALIA BLACK POLI REC 120/60 (2me)","0","0","","0","","0","","0","NO"
"244","ELVA CERAM","3251","ITALIA BLACK POLI REC 120/60 (2éme)","0","0","","0","","0","","0","NO"
"245","TECHNO CERAM","2892","MARA MARFIL RELIEFE 30/90 (Mý)","0","0","","0","","0","","0","NO"
"245","TECHNO CERAM","3164","MARA MARFIL RELIEFE 30/90 (M²)","77.76","3","Sun Mar 01 2026 00:00:00 GMT+0100 (Central European Standard Time)","90.72","RETAIL, WHOLESALE","0","","0","YES"
"246","TECHNO CERAM","2894","SPIDER NOIR POLI REC 90/90 (2me)","0","0","","0","","0","","0","NO"
"246","TECHNO CERAM","3238","SPIDER NOIR POLI REC 90/90 (2éme)","0","0","","0","","0","","0","NO"
"247","SANI DECOR","2898","AVABO WASH (SD-1055) (2me)","0","0","","0","","0","","0","NO"
"247","SANI DECOR","3307","AVABO WASH (SD-1055) (2éme)","10","0","","0","","0","","0","YES"
"248","NAF CERAM","2905","PIXEL BEIGE RELIEFE 25/75 (Mý)","0","0","","0","","0","","0","NO"
"248","NAF CERAM","3266","PIXEL BEIGE RELIEFE 25/75 (M²)","0.75","1","Mon Feb 23 2026 00:00:00 GMT+0100 (Central European Standard Time)","2.25","RETAIL","0","","0","YES"
"249","TECHNO CERAM","2920","KINGSTONE REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"249","TECHNO CERAM","3277","KINGSTONE REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"250","TECHNO CERAM","2924","MARA MARFIL SATINE RELIEFE 30/90 (2me)","0","0","","0","","0","","0","NO"
"250","TECHNO CERAM","3197","MARA MARFIL SATINE RELIEFE 30/90 (2éme)","0","0","","0","","0","","0","NO"
"251","TECHNO CERAM","2928","FORMULA GRIS RELIEFE 45/90 (Mý)","0","0","","0","","0","","0","NO"
"251","TECHNO CERAM","3127","FORMULA GRIS RELIEFE 45/90 (M²)","0","0","","0","","0","","0","NO"
"252","NAF CERAM","2930","GLORIA BEIGE RELIEFE 25/60 (Mý)","0","0","","0","","0","","0","NO"
"252","NAF CERAM","3124","GLORIA BEIGE RELIEFE 25/60 (M²)","13.5","0","","0","","0","","0","YES"
"253","ELVA CERAM","2937","UPTOWN GRIS REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"253","ELVA CERAM","3228","UPTOWN GRIS REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"254","TECHNO CERAM","2938","CALACATA RELIEFE 45/90 (56C) (Mý)","0","0","","0","","0","","0","NO"
"254","TECHNO CERAM","3082","CALACATA RELIEFE 45/90 (56C) (M²)","0","0","","0","","0","","0","NO"
"255","ELVA CERAM","2939","CORAL WHITE REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"255","ELVA CERAM","3128","CORAL WHITE REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"256","NAF CERAM","2941","ELEGANCE SILVER 25/60 (2me)","0","0","","0","","0","","0","NO"
"256","NAF CERAM","3291","ELEGANCE SILVER 25/60 (2éme)","0","0","","0","","0","","0","NO"
"257","TECHNO CERAM","2954","JOY PERLA POLI REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"257","TECHNO CERAM","3188","JOY PERLA POLI REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"258","TECHNO CERAM","2960","PRESIDENT BEIGE RELIEFE 45/90 (Mý)","0","0","","0","","0","","0","NO"
"258","TECHNO CERAM","3137","PRESIDENT BEIGE RELIEFE 45/90 (M²)","0","0","","0","","0","","0","NO"
"259","ELVA CERAM","2962","HEXA CREMA REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"259","ELVA CERAM","3179","HEXA CREMA REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"260","TECHNO CERAM","2982","TESLA BEIGE 30/90 (2me)","0","0","","0","","0","","0","NO"
"260","TECHNO CERAM","3195","TESLA BEIGE 30/90 (2éme)","0","0","","0","","0","","0","NO"
"261","TECHNO CERAM","2985","OSCAR CREMA 30/90 (2me)","0","0","","0","","0","","0","NO"
"261","TECHNO CERAM","3183","OSCAR CREMA 30/90 (2éme)","0","0","","0","","0","","0","NO"
"262","TECHNO CERAM","2986","VIVA MARFIL SIMPLE 30/90 (2me)","0","0","","0","","0","","0","NO"
"262","TECHNO CERAM","3077","VIVA MARFIL SIMPLE 30/90 (2éme)","0","0","","0","","0","","0","NO"
"263","TECHNO CERAM","2993","VENICIA GOLD RELIEFE 30/90 (Mý)","0","0","","0","","0","","0","NO"
"263","TECHNO CERAM","3062","VENICIA GOLD RELIEFE 30/90 (M²)","0","0","","0","","0","","0","NO"
"264","SANI DECOR","2994","CHASSE DïEAU (SD-00026-S)","0","0","","0","","0","","0","NO"
"264","SANI DECOR","3289","CHASSE D´EAU (SD-00026-S)","0","0","","0","","0","","0","NO"
"265","TECHNO CERAM","2996","MOTIF ROCKWELL TOFFEE 30/90 (2me)","0","0","","0","","0","","0","NO"
"265","TECHNO CERAM","3231","MOTIF ROCKWELL TOFFEE 30/90 (2éme)","132","0","","0","","0","","0","YES"
"266","ELVA CERAM","3000","ATLANTA GREEN GOLD POLI REC 120/60 (2me)","0","0","","0","","0","","0","NO"
"266","ELVA CERAM","3306","ATLANTA GREEN GOLD POLI REC 120/60 (2éme)","0","0","","0","","0","","0","NO"
"267","NAF CERAM","3001","MAJESTIC GOLD RELIEFE 25/75 (Mý)","0","0","","0","","0","","0","NO"
"267","NAF CERAM","3203","MAJESTIC GOLD RELIEFE 25/75 (M²)","0","0","","0","","0","","0","NO"
"268","TECHNO CERAM","3007","ATLAS CREMA REC 60/60 (2me)","0","1","Sat Feb 28 2026 00:00:00 GMT+0100 (Central European Standard Time)","2.16","RETAIL","0","","0","YES"
"268","TECHNO CERAM","3269","ATLAS CREMA REC 60/60 (2éme)","40.32","6","Thu Feb 26 2026 00:00:00 GMT+0100 (Central European Standard Time)","414.7743","RETAIL","0","","0","YES"
"269","TECHNO CERAM","3008","MARABELLA RELIEFE 30/90 (Mý)","0","0","","0","","0","","0","NO"
"269","TECHNO CERAM","3163","MARABELLA RELIEFE 30/90 (M²)","77.76","1","Thu Feb 26 2026 00:00:00 GMT+0100 (Central European Standard Time)","8.1","WHOLESALE","0","","0","YES"
"270","TECHNO CERAM","3012","CALACATA 45/90 (2me)","0","0","","0","","0","","0","NO"
"270","TECHNO CERAM","3259","CALACATA 45/90 (2éme)","0","0","","0","","0","","0","NO"
"271","TECHNO CERAM","3015","ROCKWELL TOFFEE RELIEFE 30/90 (2me)","0","0","","0","","0","","0","NO"
"271","TECHNO CERAM","3190","ROCKWELL TOFFEE RELIEFE 30/90 (2éme)","0","0","","0","","0","","0","NO"
"272","TECHNO CERAM","3032","ROMA BLANC RELIEFE LINE (B) 45/90 (Mý)","0","0","","0","","0","","0","NO"
"272","TECHNO CERAM","3079","ROMA BLANC RELIEFE LINE (B) 45/90 (M²)","0","0","","0","","0","","0","NO"
"273","CERAM DECOR","3037","CHANEL BEIGE REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"273","CERAM DECOR","3212","CHANEL BEIGE REC 60/60 (2éme)","51.84","0","","0","","0","","0","YES"
"274","TIMGAD CERAM","3592","FICHE:SWEET/NOBLE GRIS 45/90","4","1","Thu Feb 26 2026 00:00:00 GMT+0100 (Central European Standard Time)","1","WHOLESALE","1","Sun Mar 01 2026 00:00:00 GMT+0100 (Central European Standard Time)","2","YES"
"274","TIMGAD CERAM","3655","SWEET/NOBLE GRIS 45/90","816.48","0","","0","","0","","0","YES"
"274","TIMGAD CERAM","3688","SWEET GRIS /NOBLE  45/90","862.65","6","Sun Mar 01 2026 00:00:00 GMT+0100 (Central European Standard Time)","396.495","RETAIL, WHOLESALE","0","","0","YES"
